method_key,method_name,noise_condition,noise_type,noise_severity,fourier_at_inference,best_pt,run_path,split_fingerprint,clean_labeled_test_mask_map50,clean_healthy_aware_score,clean_healthy_fp_rate,noisy_full_test_mask_map50,noisy_full_test_mask_map50_95,noisy_labeled_test_mask_map50,noisy_labeled_test_mask_map50_95,noisy_healthy_fp_rate,noisy_healthy_fp_masks_per_image,noisy_disease_miss_rate,noisy_mask_count_mae,noisy_healthy_aware_score,delta_mAP50_vs_clean,relative_mAP50_retention,delta_healthy_aware_vs_clean,delta_healthy_fp_vs_clean,noise_eval_time_sec
panel_a_w1_highpass_only,Stratified grouped-specimen split | yolo11n-seg | Panel A | W1 high-pass only,clean_reference,clean,0.0,True,/kaggle/working/runs/segment/yolo11n-seg_shrimp_seg_stratified_grouped_specimen_seed42_stratified_grouped_specimen_yolo11n-seg_panel_a_w1_highpass_only/weights/best.pt,/kaggle/working/runs/segment/yolo11n-seg_shrimp_seg_stratified_grouped_specimen_seed42_stratified_grouped_specimen_yolo11n-seg_panel_a_w1_highpass_only,1ffd4a250deb11598f09a0a25d1cd1522811b6e010b0228c3c60176029ff9fcb,0.3451051658055371,0.2107625013561653,0.6341463414634146,0.28574728090345936,0.07196317006870331,0.3380932390643683,0.08724573696632301,0.6097560975609756,0.9024390243902439,0.17045454545454544,0.7916666666666667,0.21196611415675554,-0.007011926741168795,0.9796817682378016,0.0012036128005902258,-0.024390243902439046,16.72
panel_a_n1_erasing_erase0p10,Stratified grouped-specimen split | yolo11n-seg | Panel A | N1 Erasing 0.10,motion_blur_k11,motion_blur,11.0,False,/kaggle/working/runs/segment/yolo11n-seg_shrimp_seg_stratified_grouped_specimen_seed42_stratified_grouped_specimen_yolo11n-seg_panel_a_n1_erasing_erase0p10/weights/best.pt,/kaggle/working/runs/segment/yolo11n-seg_shrimp_seg_stratified_grouped_specimen_seed42_stratified_grouped_specimen_yolo11n-seg_panel_a_n1_erasing_erase0p10,1ffd4a250deb11598f09a0a25d1cd1522811b6e010b0228c3c60176029ff9fcb,0.3000183555013324,0.18604477826556004,0.24390243902439024,0.20909536437607038,0.05771424905568721,0.25052548753472714,0.06955110765235803,0.2682926829268293,0.34146341463414637,0.4090909090909091,0.5909090909090909,0.1327871283329533,-0.049492867966605236,0.8350338668982357,-0.05325764993260673,0.024390243902439046,15.96
panel_a_n1_flipud_flipud0p30,Stratified grouped-specimen split | yolo11n-seg | Panel A | N1 FlipUD 0.30,clean_reference,clean,0.0,False,/kaggle/working/runs/segment/yolo11n-seg_shrimp_seg_stratified_grouped_specimen_seed42_stratified_grouped_specimen_yolo11n-seg_panel_a_n1_flipud_flipud0p30/weights/best.pt,/kaggle/working/runs/segment/yolo11n-seg_shrimp_seg_stratified_grouped_specimen_seed42_stratified_grouped_specimen_yolo11n-seg_panel_a_n1_flipud_flipud0p30,1ffd4a250deb11598f09a0a25d1cd1522811b6e010b0228c3c60176029ff9fcb,0.26823397932896664,0.1637023828766385,0.4146341463414634,0.24902026330558547,0.06221526060494144,0.2721346260161009,0.06864234057455551,0.4146341463414634,0.5365853658536586,0.11363636363636363,0.8522727272727273,0.17101212047286365,0.003900646687134246,1.0145419558584352,0.007309737596225163,0.0,15.96
panel_a_n1_flipud_flipud0p30,Stratified grouped-specimen split | yolo11n-seg | Panel A | N1 FlipUD 0.30,gaussian_sigma20,gaussian,20.0,False,/kaggle/working/runs/segment/yolo11n-seg_shrimp_seg_stratified_grouped_specimen_seed42_stratified_grouped_specimen_yolo11n-seg_panel_a_n1_flipud_flipud0p30/weights/best.pt,/kaggle/working/runs/segment/yolo11n-seg_shrimp_seg_stratified_grouped_specimen_seed42_stratified_grouped_specimen_yolo11n-seg_panel_a_n1_flipud_flipud0p30,1ffd4a250deb11598f09a0a25d1cd1522811b6e010b0228c3c60176029ff9fcb,0.26823397932896664,0.1637023828766385,0.4146341463414634,0.12043812683376046,0.027989734476653864,0.12521836667323766,0.029017253779266318,0.2682926829268293,0.34146341463414637,0.25,0.8049242424242423,0.020642886259342602,-0.14301561265572899,0.46682514641319084,-0.1430594966172959,-0.1463414634146341,24.59
panel_a_n1_flipud_flipud0p30,Stratified grouped-specimen split | yolo11n-seg | Panel A | N1 FlipUD 0.30,salt_pepper_p003,salt_pepper,0.03,False,/kaggle/working/runs/segment/yolo11n-seg_shrimp_seg_stratified_grouped_specimen_seed42_stratified_grouped_specimen_yolo11n-seg_panel_a_n1_flipud_flipud0p30/weights/best.pt,/kaggle/working/runs/segment/yolo11n-seg_shrimp_seg_stratified_grouped_specimen_seed42_stratified_grouped_specimen_yolo11n-seg_panel_a_n1_flipud_flipud0p30,1ffd4a250deb11598f09a0a25d1cd1522811b6e010b0228c3c60176029ff9fcb,0.26823397932896664,0.1637023828766385,0.4146341463414634,0.11179018350957819,0.02604768687275638,0.11696463620869603,0.026955647354023886,0.34146341463414637,0.4146341463414634,0.26136363636363635,0.7007575757575757,0.008575870502857158,-0.15126934312027063,0.43605450920611605,-0.15512651237378133,-0.07317073170731703,23.58
panel_a_n1_flipud_flipud0p30,Stratified grouped-specimen split | yolo11n-seg | Panel A | N1 FlipUD 0.30,color_cast_blue40,color_cast,40.0,False,/kaggle/working/runs/segment/yolo11n-seg_shrimp_seg_stratified_grouped_specimen_seed42_stratified_grouped_specimen_yolo11n-seg_panel_a_n1_flipud_flipud0p30/weights/best.pt,/kaggle/working/runs/segment/yolo11n-seg_shrimp_seg_stratified_grouped_specimen_seed42_stratified_grouped_specimen_yolo11n-seg_panel_a_n1_flipud_flipud0p30,1ffd4a250deb11598f09a0a25d1cd1522811b6e010b0228c3c60176029ff9fcb,0.26823397932896664,0.1637023828766385,0.4146341463414634,0.1468929987775289,0.03135986185265082,0.16530206338688377,0.036123001296667075,0.14634146341463414,0.17073170731707318,0.375,0.634469696969697,0.0626944321969355,-0.10293191594208287,0.616260713129691,-0.10100795067970299,-0.2682926829268293,16.1
panel_a_n1_flipud_flipud0p30,Stratified grouped-specimen split | yolo11n-seg | Panel A | N1 FlipUD 0.30,low_contrast_f050,low_contrast,0.5,False,/kaggle/working/runs/segment/yolo11n-seg_shrimp_seg_stratified_grouped_specimen_seed42_stratified_grouped_specimen_yolo11n-seg_panel_a_n1_flipud_flipud0p30/weights/best.pt,/kaggle/working/runs/segment/yolo11n-seg_shrimp_seg_stratified_grouped_specimen_seed42_stratified_grouped_specimen_yolo11n-seg_panel_a_n1_flipud_flipud0p30,1ffd4a250deb11598f09a0a25d1cd1522811b6e010b0228c3c60176029ff9fcb,0.26823397932896664,0.1637023828766385,0.4146341463414634,0.1216939984627187,0.02652155464035229,0.13438836934591292,0.02951875922152451,0.0975609756097561,0.0975609756097561,0.5909090909090909,0.6988636363636364,0.0010527263303918497,-0.13384560998305373,0.5010117274556658,-0.16264965654624663,-0.31707317073170727,15.84
panel_a_n1_flipud_flipud0p30,Stratified grouped-specimen split | yolo11n-seg | Panel A | N1 FlipUD 0.30,motion_blur_k11,motion_blur,11.0,False,/kaggle/working/runs/segment/yolo11n-seg_shrimp_seg_stratified_grouped_specimen_seed42_stratified_grouped_specimen_yolo11n-seg_panel_a_n1_flipud_flipud0p30/weights/best.pt,/kaggle/working/runs/segment/yolo11n-seg_shrimp_seg_stratified_grouped_specimen_seed42_stratified_grouped_specimen_yolo11n-seg_panel_a_n1_flipud_flipud0p30,1ffd4a250deb11598f09a0a25d1cd1522811b6e010b0228c3c60176029ff9fcb,0.26823397932896664,0.1637023828766385,0.4146341463414634,0.24297866652056221,0.05914347357449752,0.26331785669771,0.06437345055121885,0.3170731707317073,0.4146341463414634,0.14772727272727273,0.7405303030303031,0.1724249335639332,-0.004916122631256625,0.9816722600039147,0.008722550687294717,-0.09756097560975607,16.06
panel_a_n2_scale_erasing,Stratified grouped-specimen split | yolo11n-seg | Panel A | N2 Scale 0.10 + Erasing 0.10,clean_reference,clean,0.0,False,/kaggle/working/runs/segment/yolo11n-seg_shrimp_seg_stratified_grouped_specimen_seed42_stratified_grouped_specimen_yolo11n-seg_panel_a_n2_scale_erasing/weights/best.pt,/kaggle/working/runs/segment/yolo11n-seg_shrimp_seg_stratified_grouped_specimen_seed42_stratified_grouped_specimen_yolo11n-seg_panel_a_n2_scale_erasing,1ffd4a250deb11598f09a0a25d1cd1522811b6e010b0228c3c60176029ff9fcb,0.34258344648347805,0.23563823214497107,0.36585365853658536,0.2963442647532851,0.08651914369593865,0.3299375334098143,0.09580633040424362,0.3170731707317073,0.36585365853658536,0.25,0.6174242424242424,0.22985900421543146,-0.01264591307366375,0.9630866196149567,-0.00577922792953961,-0.04878048780487804,15.79
panel_a_n2_scale_erasing,Stratified grouped-specimen split | yolo11n-seg | Panel A | N2 Scale 0.10 + Erasing 0.10,gaussian_sigma20,gaussian,20.0,False,/kaggle/working/runs/segment/yolo11n-seg_shrimp_seg_stratified_grouped_specimen_seed42_stratified_grouped_specimen_yolo11n-seg_panel_a_n2_scale_erasing/weights/best.pt,/kaggle/working/runs/segment/yolo11n-seg_shrimp_seg_stratified_grouped_specimen_seed42_stratified_grouped_specimen_yolo11n-seg_panel_a_n2_scale_erasing,1ffd4a250deb11598f09a0a25d1cd1522811b6e010b0228c3c60176029ff9fcb,0.34258344648347805,0.23563823214497107,0.36585365853658536,0.13896398383807554,0.039443793024851403,0.17046477204144478,0.0471550509921427,0.5365853658536586,0.6341463414634146,0.13636363636363635,0.5984848484848485,0.06642744757729103,-0.17211867444203327,0.4975861320540071,-0.16921078456768002,0.1707317073170732,24.45
panel_a_n2_scale_erasing,Stratified grouped-specimen split | yolo11n-seg | Panel A | N2 Scale 0.10 + Erasing 0.10,salt_pepper_p003,salt_pepper,0.03,False,/kaggle/working/runs/segment/yolo11n-seg_shrimp_seg_stratified_grouped_specimen_seed42_stratified_grouped_specimen_yolo11n-seg_panel_a_n2_scale_erasing/weights/best.pt,/kaggle/working/runs/segment/yolo11n-seg_shrimp_seg_stratified_grouped_specimen_seed42_stratified_grouped_specimen_yolo11n-seg_panel_a_n2_scale_erasing,1ffd4a250deb11598f09a0a25d1cd1522811b6e010b0228c3c60176029ff9fcb,0.34258344648347805,0.23563823214497107,0.36585365853658536,0.09856641326298586,0.021773986384022302,0.11779827748485476,0.025357679802818382,0.5609756097560976,0.7560975609756098,0.23863636363636365,0.7007575757575757,-0.009132616824088335,-0.22478516899862327,0.3438528005191748,-0.2447708489690594,0.19512195121951226,23.87
panel_a_n2_scale_erasing,Stratified grouped-specimen split | yolo11n-seg | Panel A | N2 Scale 0.10 + Erasing 0.10,color_cast_blue40,color_cast,40.0,False,/kaggle/working/runs/segment/yolo11n-seg_shrimp_seg_stratified_grouped_specimen_seed42_stratified_grouped_specimen_yolo11n-seg_panel_a_n2_scale_erasing/weights/best.pt,/kaggle/working/runs/segment/yolo11n-seg_shrimp_seg_stratified_grouped_specimen_seed42_stratified_grouped_specimen_yolo11n-seg_panel_a_n2_scale_erasing,1ffd4a250deb11598f09a0a25d1cd1522811b6e010b0228c3c60176029ff9fcb,0.34258344648347805,0.23563823214497107,0.36585365853658536,0.2496369172919545,0.0771747770609675,0.27927791475211394,0.08593968130831807,0.21951219512195122,0.21951219512195122,0.4659090909090909,0.6553030303030303,0.15467518008840367,-0.0633055317313641,0.8152113525006026,-0.0809630520565674,-0.14634146341463414,16.21
panel_a_n2_scale_erasing,Stratified grouped-specimen split | yolo11n-seg | Panel A | N2 Scale 0.10 + Erasing 0.10,low_contrast_f050,low_contrast,0.5,False,/kaggle/working/runs/segment/yolo11n-seg_shrimp_seg_stratified_grouped_specimen_seed42_stratified_grouped_specimen_yolo11n-seg_panel_a_n2_scale_erasing/weights/best.pt,/kaggle/working/runs/segment/yolo11n-seg_shrimp_seg_stratified_grouped_specimen_seed42_stratified_grouped_specimen_yolo11n-seg_panel_a_n2_scale_erasing,1ffd4a250deb11598f09a0a25d1cd1522811b6e010b0228c3c60176029ff9fcb,0.34258344648347805,0.23563823214497107,0.36585365853658536,0.20003915740240108,0.0604337592560563,0.20737449256738405,0.06214742872767465,0.024390243902439025,0.024390243902439025,0.6477272727272727,0.7178030303030303,0.07188622575289773,-0.135208953916094,0.6053254898799822,-0.16375200639207332,-0.3414634146341463,15.73
panel_a_n2_scale_erasing,Stratified grouped-specimen split | yolo11n-seg | Panel A | N2 Scale 0.10 + Erasing 0.10,motion_blur_k11,motion_blur,11.0,False,/kaggle/working/runs/segment/yolo11n-seg_shrimp_seg_stratified_grouped_specimen_seed42_stratified_grouped_specimen_yolo11n-seg_panel_a_n2_scale_erasing/weights/best.pt,/kaggle/working/runs/segment/yolo11n-seg_shrimp_seg_stratified_grouped_specimen_seed42_stratified_grouped_specimen_yolo11n-seg_panel_a_n2_scale_erasing,1ffd4a250deb11598f09a0a25d1cd1522811b6e010b0228c3c60176029ff9fcb,0.34258344648347805,0.23563823214497107,0.36585365853658536,0.22725727230460796,0.06261016425838942,0.25072767594841666,0.06910671733664951,0.36585365853658536,0.43902439024390244,0.23863636363636365,0.6022727272727273,0.1482332191856672,-0.09185577053506139,0.7318732954614858,-0.08740501295930386,0.0,16.12
