origin,source_path,repository_relative_path,original_filename,artifact_role,experiment_ids,sha256,size_bytes,has_notebook_outputs,exact_repository_duplicate,intake_path,intake_status,modified_utc
repository,C:\Users\Admin\workspace\CVio_Shrimp_Disease_Classification_Capstone_SU26\shrimp-leakage-aware-segmentation\ONLY_fourier\019_fddem_band_tuning_gamma001_no_aug_hook_off_seed42.ipynb,shrimp-leakage-aware-segmentation\ONLY_fourier\019_fddem_band_tuning_gamma001_no_aug_hook_off_seed42.ipynb,019_fddem_band_tuning_gamma001_no_aug_hook_off_seed42.ipynb,unexecuted_notebook,"01,19",f0b81a87e95aaf19269d6b2898ebb53faffa638e4929305314a0ad4fcb0e2f86,111794,False,False,,not_applicable,2026-07-03T12:31:22.879916+00:00
repository,C:\Users\Admin\workspace\CVio_Shrimp_Disease_Classification_Capstone_SU26\shrimp-leakage-aware-segmentation\ONLY_fourier\01_light_aug_hook_off_baseline.ipynb,shrimp-leakage-aware-segmentation\ONLY_fourier\01_light_aug_hook_off_baseline.ipynb,01_light_aug_hook_off_baseline.ipynb,unexecuted_notebook,01,bbcffd8cf075148574f254296b82eeb9b07170078e03550ea1c29d94d62f85ec,74551,False,False,,not_applicable,2026-07-02T03:50:59.021986+00:00
repository,C:\Users\Admin\workspace\CVio_Shrimp_Disease_Classification_Capstone_SU26\shrimp-leakage-aware-segmentation\ONLY_fourier\020_fddem_cutoff_sweep_gamma001_no_aug_hook_off_seed42.ipynb,shrimp-leakage-aware-segmentation\ONLY_fourier\020_fddem_cutoff_sweep_gamma001_no_aug_hook_off_seed42.ipynb,020_fddem_cutoff_sweep_gamma001_no_aug_hook_off_seed42.ipynb,unexecuted_notebook,"01,20",b20b505b75aa51e4d00b2cc6817074249f0de7a910a8f46baf62fe69a8d35ad4,107837,False,False,,not_applicable,2026-07-03T14:42:52.971486+00:00
repository,C:\Users\Admin\workspace\CVio_Shrimp_Disease_Classification_Capstone_SU26\shrimp-leakage-aware-segmentation\ONLY_fourier\021_fddem_confirmation_no_aug_hook_off_seed42.ipynb,shrimp-leakage-aware-segmentation\ONLY_fourier\021_fddem_confirmation_no_aug_hook_off_seed42.ipynb,021_fddem_confirmation_no_aug_hook_off_seed42.ipynb,unexecuted_notebook,21,c664bb8adcfa60e2ed189ad3cbd33392443bcb4185caa586db0034f904baca64,114151,False,False,,not_applicable,2026-07-05T06:37:42.531115+00:00
repository,C:\Users\Admin\workspace\CVio_Shrimp_Disease_Classification_Capstone_SU26\shrimp-leakage-aware-segmentation\ONLY_fourier\022_fourier_hybrid_sweep_no_aug_hook_off_seed42.ipynb,shrimp-leakage-aware-segmentation\ONLY_fourier\022_fourier_hybrid_sweep_no_aug_hook_off_seed42.ipynb,022_fourier_hybrid_sweep_no_aug_hook_off_seed42.ipynb,unexecuted_notebook,22,221161d1c64a3f392229fc46ebb9c712962b1307bd263040e415eba914f53872,114853,False,False,,not_applicable,2026-07-05T08:20:03.223181+00:00
repository,C:\Users\Admin\workspace\CVio_Shrimp_Disease_Classification_Capstone_SU26\shrimp-leakage-aware-segmentation\ONLY_fourier\023_fourier_order_comparison_analysis.md,shrimp-leakage-aware-segmentation\ONLY_fourier\023_fourier_order_comparison_analysis.md,023_fourier_order_comparison_analysis.md,analysis_markdown,23,d223e43ef96ce84bea7694c600310cbd78ba48e206cc309f00b0f876c613ffef,10846,False,False,,not_applicable,2026-07-13T02:22:02.340005+00:00
repository,C:\Users\Admin\workspace\CVio_Shrimp_Disease_Classification_Capstone_SU26\shrimp-leakage-aware-segmentation\ONLY_fourier\023_n1_hsv_w1_interaction_colab_seed42.ipynb,shrimp-leakage-aware-segmentation\ONLY_fourier\023_n1_hsv_w1_interaction_colab_seed42.ipynb,023_n1_hsv_w1_interaction_colab_seed42.ipynb,unexecuted_notebook,23,5a184207b97b16f2ab0cb01ab4bbde366e8f16a7fa11255cc1ff97bdfd16a862,104395,False,False,,not_applicable,2026-07-05T13:06:05.611615+00:00
repository,C:\Users\Admin\workspace\CVio_Shrimp_Disease_Classification_Capstone_SU26\shrimp-leakage-aware-segmentation\ONLY_fourier\023_n1_hsv_w1_interaction_kaggle_seed42.ipynb,shrimp-leakage-aware-segmentation\ONLY_fourier\023_n1_hsv_w1_interaction_kaggle_seed42.ipynb,023_n1_hsv_w1_interaction_kaggle_seed42.ipynb,unexecuted_notebook,23,69ef80ba7d13f4a95112b4c2c26422e0cf8b09c7fe04d68408b7894dc73b41c1,104699,False,False,,not_applicable,2026-07-06T01:35:23.817085+00:00
repository,C:\Users\Admin\workspace\CVio_Shrimp_Disease_Classification_Capstone_SU26\shrimp-leakage-aware-segmentation\ONLY_fourier\023_n1_hsv_w1_interaction_kaggle_seed42_aug_before_fourier.ipynb,shrimp-leakage-aware-segmentation\ONLY_fourier\023_n1_hsv_w1_interaction_kaggle_seed42_aug_before_fourier.ipynb,023_n1_hsv_w1_interaction_kaggle_seed42_aug_before_fourier.ipynb,unexecuted_notebook,23,1f8acfb1bb6c2f2ced5d88f2e9af655a0aa37735f432f51ea49669525c88edb3,108629,False,False,,not_applicable,2026-07-10T15:43:43.608263+00:00
repository,C:\Users\Admin\workspace\CVio_Shrimp_Disease_Classification_Capstone_SU26\shrimp-leakage-aware-segmentation\ONLY_fourier\024_n1_translate_w1_interaction_colab_seed42.ipynb,shrimp-leakage-aware-segmentation\ONLY_fourier\024_n1_translate_w1_interaction_colab_seed42.ipynb,024_n1_translate_w1_interaction_colab_seed42.ipynb,unexecuted_notebook,24,b1c393c4a81fc768ee749a67918f59b73a77dc5f8bd36352f7d97548cb8f1abe,104467,False,False,,not_applicable,2026-07-05T13:06:05.634271+00:00
repository,C:\Users\Admin\workspace\CVio_Shrimp_Disease_Classification_Capstone_SU26\shrimp-leakage-aware-segmentation\ONLY_fourier\025_n1_scale_w1_interaction_colab_seed42.ipynb,shrimp-leakage-aware-segmentation\ONLY_fourier\025_n1_scale_w1_interaction_colab_seed42.ipynb,025_n1_scale_w1_interaction_colab_seed42.ipynb,unexecuted_notebook,25,d3be4014a4a7b163ce9373fa134d5a96b116afd6221b288c1ef4ad798446d077,104171,False,False,,not_applicable,2026-07-05T13:06:05.660369+00:00
repository,C:\Users\Admin\workspace\CVio_Shrimp_Disease_Classification_Capstone_SU26\shrimp-leakage-aware-segmentation\ONLY_fourier\026_n1_fliplr_w1_interaction_colab_seed42.ipynb,shrimp-leakage-aware-segmentation\ONLY_fourier\026_n1_fliplr_w1_interaction_colab_seed42.ipynb,026_n1_fliplr_w1_interaction_colab_seed42.ipynb,unexecuted_notebook,26,06032bcf1403d4da28fd3ec60d7cb7714094b854339ee23ed2ad371cad5b1449,104436,False,False,,not_applicable,2026-07-05T13:06:05.687334+00:00
repository,C:\Users\Admin\workspace\CVio_Shrimp_Disease_Classification_Capstone_SU26\shrimp-leakage-aware-segmentation\ONLY_fourier\027_n1_degrees_w1_interaction_colab_seed42.ipynb,shrimp-leakage-aware-segmentation\ONLY_fourier\027_n1_degrees_w1_interaction_colab_seed42.ipynb,027_n1_degrees_w1_interaction_colab_seed42.ipynb,unexecuted_notebook,27,6a72156c7ee667971a24cfcff96762e56e341b33106fc855127589ed6fe69627,104332,False,False,,not_applicable,2026-07-05T13:06:05.713055+00:00
repository,C:\Users\Admin\workspace\CVio_Shrimp_Disease_Classification_Capstone_SU26\shrimp-leakage-aware-segmentation\ONLY_fourier\027_n1_degrees_w1_interaction_kaggle_seed42.ipynb,shrimp-leakage-aware-segmentation\ONLY_fourier\027_n1_degrees_w1_interaction_kaggle_seed42.ipynb,027_n1_degrees_w1_interaction_kaggle_seed42.ipynb,unexecuted_notebook,27,699f465ac58a97816fc001cfba758a89be58d066d1078bea0d80d31ab0572988,104636,False,False,,not_applicable,2026-07-06T07:00:25.867264+00:00
repository,C:\Users\Admin\workspace\CVio_Shrimp_Disease_Classification_Capstone_SU26\shrimp-leakage-aware-segmentation\ONLY_fourier\028_n1_all_aug_w1_aug_before_fourier_kaggle_seed42.ipynb,shrimp-leakage-aware-segmentation\ONLY_fourier\028_n1_all_aug_w1_aug_before_fourier_kaggle_seed42.ipynb,028_n1_all_aug_w1_aug_before_fourier_kaggle_seed42.ipynb,unexecuted_notebook,28,56d202a05ad2fff32e790852a104ad8f7353b1728109e51905a528484c3b0a66,129372,False,False,,not_applicable,2026-07-13T01:36:03.606324+00:00
repository,C:\Users\Admin\workspace\CVio_Shrimp_Disease_Classification_Capstone_SU26\shrimp-leakage-aware-segmentation\ONLY_fourier\029_n1_hsv_w1_offline_after_hsv_kaggle_seed42.ipynb,shrimp-leakage-aware-segmentation\ONLY_fourier\029_n1_hsv_w1_offline_after_hsv_kaggle_seed42.ipynb,029_n1_hsv_w1_offline_after_hsv_kaggle_seed42.ipynb,unexecuted_notebook,29,e2657d5ecca6bae68d8c34513a629e4919537e6f3a26c09c8bbeeb4e714b7bac,104370,False,False,,not_applicable,2026-07-13T02:38:25.854578+00:00
repository,C:\Users\Admin\workspace\CVio_Shrimp_Disease_Classification_Capstone_SU26\shrimp-leakage-aware-segmentation\ONLY_fourier\02_fourier_highpass_s50_a0p30_no_aug_hook_off.ipynb,shrimp-leakage-aware-segmentation\ONLY_fourier\02_fourier_highpass_s50_a0p30_no_aug_hook_off.ipynb,02_fourier_highpass_s50_a0p30_no_aug_hook_off.ipynb,unexecuted_notebook,02,a23918e5310905fef65f1c814c9db3b9c64911ba3adff4f073e744c625eab5be,84420,False,False,,not_applicable,2026-07-02T03:50:59.022988+00:00
repository,C:\Users\Admin\workspace\CVio_Shrimp_Disease_Classification_Capstone_SU26\shrimp-leakage-aware-segmentation\ONLY_fourier\030_hsv_two_value_fourier_order_offline_colab_seed42.ipynb,shrimp-leakage-aware-segmentation\ONLY_fourier\030_hsv_two_value_fourier_order_offline_colab_seed42.ipynb,030_hsv_two_value_fourier_order_offline_colab_seed42.ipynb,unexecuted_notebook,30,4680c1fb9af447b45616ab3666b190755af747cb668ddbd22f98ff3a7ad61141,113661,False,False,,not_applicable,2026-07-13T06:28:55.475018+00:00
repository,C:\Users\Admin\workspace\CVio_Shrimp_Disease_Classification_Capstone_SU26\shrimp-leakage-aware-segmentation\ONLY_fourier\031_translate_two_value_fourier_order_offline_colab_seed42.ipynb,shrimp-leakage-aware-segmentation\ONLY_fourier\031_translate_two_value_fourier_order_offline_colab_seed42.ipynb,031_translate_two_value_fourier_order_offline_colab_seed42.ipynb,unexecuted_notebook,31,c713c3187124700f8a75025fee7223b185a49cd0862d1a7de7a18f84e3e139de,113874,False,False,,not_applicable,2026-07-13T06:28:55.480545+00:00
repository,C:\Users\Admin\workspace\CVio_Shrimp_Disease_Classification_Capstone_SU26\shrimp-leakage-aware-segmentation\ONLY_fourier\032_scale_two_value_fourier_order_offline_colab_seed42.ipynb,shrimp-leakage-aware-segmentation\ONLY_fourier\032_scale_two_value_fourier_order_offline_colab_seed42.ipynb,032_scale_two_value_fourier_order_offline_colab_seed42.ipynb,unexecuted_notebook,32,d77e455db963e8156997f491ebe6e05e3d8f7b71598774cdf7fdb674ead8840c,113626,False,False,,not_applicable,2026-07-13T06:28:55.485547+00:00
repository,C:\Users\Admin\workspace\CVio_Shrimp_Disease_Classification_Capstone_SU26\shrimp-leakage-aware-segmentation\ONLY_fourier\033_fliplr_two_value_fourier_order_offline_colab_seed42.ipynb,shrimp-leakage-aware-segmentation\ONLY_fourier\033_fliplr_two_value_fourier_order_offline_colab_seed42.ipynb,033_fliplr_two_value_fourier_order_offline_colab_seed42.ipynb,unexecuted_notebook,33,3dcfdaad2aa68bff6892ff65ced2f36a46f869adad853602e43e26dc50232aa4,113612,False,False,,not_applicable,2026-07-13T06:28:55.490546+00:00
repository,C:\Users\Admin\workspace\CVio_Shrimp_Disease_Classification_Capstone_SU26\shrimp-leakage-aware-segmentation\ONLY_fourier\034_degrees_two_value_fourier_order_offline_colab_seed42.ipynb,shrimp-leakage-aware-segmentation\ONLY_fourier\034_degrees_two_value_fourier_order_offline_colab_seed42.ipynb,034_degrees_two_value_fourier_order_offline_colab_seed42.ipynb,unexecuted_notebook,34,e44e34e655789e2cf9537482fc56d9ee00ee773997daf38d37e5be20fa985587,113590,False,False,,not_applicable,2026-07-13T06:28:55.497544+00:00
repository,C:\Users\Admin\workspace\CVio_Shrimp_Disease_Classification_Capstone_SU26\shrimp-leakage-aware-segmentation\ONLY_fourier\035_erasing_two_value_fourier_order_offline_colab_seed42.ipynb,shrimp-leakage-aware-segmentation\ONLY_fourier\035_erasing_two_value_fourier_order_offline_colab_seed42.ipynb,035_erasing_two_value_fourier_order_offline_colab_seed42.ipynb,unexecuted_notebook,35,ffefc53662c44bae761b8777cfd66687c73155e26608941e1e69fba789b31f54,115535,False,False,,not_applicable,2026-07-15T01:47:49.713536+00:00
repository,C:\Users\Admin\workspace\CVio_Shrimp_Disease_Classification_Capstone_SU26\shrimp-leakage-aware-segmentation\ONLY_fourier\036_flipud_two_value_fourier_order_offline_colab_seed42.ipynb,shrimp-leakage-aware-segmentation\ONLY_fourier\036_flipud_two_value_fourier_order_offline_colab_seed42.ipynb,036_flipud_two_value_fourier_order_offline_colab_seed42.ipynb,unexecuted_notebook,36,30c58adac58f7d002d2f192ad974a8a89918608abf6433ddeb88a88b7d4a2c02,115505,False,False,,not_applicable,2026-07-15T01:47:49.713536+00:00
repository,C:\Users\Admin\workspace\CVio_Shrimp_Disease_Classification_Capstone_SU26\shrimp-leakage-aware-segmentation\ONLY_fourier\037_n2_translate_scale_fourier_order_offline_colab_seed42.ipynb,shrimp-leakage-aware-segmentation\ONLY_fourier\037_n2_translate_scale_fourier_order_offline_colab_seed42.ipynb,037_n2_translate_scale_fourier_order_offline_colab_seed42.ipynb,unexecuted_notebook,37,dc3ba45d2b7472053ec78bda7da6a572e01de07cedd66981d41a604a269e98cb,114925,False,False,,not_applicable,2026-07-16T01:53:41.908170+00:00
repository,C:\Users\Admin\workspace\CVio_Shrimp_Disease_Classification_Capstone_SU26\shrimp-leakage-aware-segmentation\ONLY_fourier\038_n2_translate_erasing_fourier_order_offline_colab_seed42.ipynb,shrimp-leakage-aware-segmentation\ONLY_fourier\038_n2_translate_erasing_fourier_order_offline_colab_seed42.ipynb,038_n2_translate_erasing_fourier_order_offline_colab_seed42.ipynb,unexecuted_notebook,38,09ebaec857b05efbd6081897dc90da15e6119812f193506bffd74b6cac6020be,115001,False,False,,not_applicable,2026-07-16T01:53:41.927940+00:00
repository,C:\Users\Admin\workspace\CVio_Shrimp_Disease_Classification_Capstone_SU26\shrimp-leakage-aware-segmentation\ONLY_fourier\039_n2_translate_flipud_fourier_order_offline_colab_seed42.ipynb,shrimp-leakage-aware-segmentation\ONLY_fourier\039_n2_translate_flipud_fourier_order_offline_colab_seed42.ipynb,039_n2_translate_flipud_fourier_order_offline_colab_seed42.ipynb,unexecuted_notebook,39,0bdb17ac833fd63994760648743a3d0344ed055fb5abd1dcaae4ec45d73cc785,115231,False,False,,not_applicable,2026-07-16T01:53:41.932828+00:00
repository,C:\Users\Admin\workspace\CVio_Shrimp_Disease_Classification_Capstone_SU26\shrimp-leakage-aware-segmentation\ONLY_fourier\03_bandpass_l12_h60_a0p20_no_aug_hook_off.ipynb,shrimp-leakage-aware-segmentation\ONLY_fourier\03_bandpass_l12_h60_a0p20_no_aug_hook_off.ipynb,03_bandpass_l12_h60_a0p20_no_aug_hook_off.ipynb,unexecuted_notebook,03,bc0610009a435253f47b25d7b5db351129088432e69f8422bf943def6b6c81c1,85415,False,False,,not_applicable,2026-07-02T03:50:59.024988+00:00
repository,C:\Users\Admin\workspace\CVio_Shrimp_Disease_Classification_Capstone_SU26\shrimp-leakage-aware-segmentation\ONLY_fourier\040_n2_scale_erasing_fourier_order_offline_colab_seed42.ipynb,shrimp-leakage-aware-segmentation\ONLY_fourier\040_n2_scale_erasing_fourier_order_offline_colab_seed42.ipynb,040_n2_scale_erasing_fourier_order_offline_colab_seed42.ipynb,unexecuted_notebook,40,fcc09c2d43f3798694ab43107d9b50a5b0a51a3176a0c09cf44e5e1ea88a598a,114839,False,False,,not_applicable,2026-07-16T01:53:41.948681+00:00
repository,C:\Users\Admin\workspace\CVio_Shrimp_Disease_Classification_Capstone_SU26\shrimp-leakage-aware-segmentation\ONLY_fourier\041_n2_translate_fliplr_fourier_order_offline_colab_seed42.ipynb,shrimp-leakage-aware-segmentation\ONLY_fourier\041_n2_translate_fliplr_fourier_order_offline_colab_seed42.ipynb,041_n2_translate_fliplr_fourier_order_offline_colab_seed42.ipynb,unexecuted_notebook,41,2c61220ef2bee5fb6ba00eaebc096165029a3cd108ef1efaa4fa7e0130eb4bcc,115501,False,False,,not_applicable,2026-07-19T05:58:08.551494+00:00
repository,C:\Users\Admin\workspace\CVio_Shrimp_Disease_Classification_Capstone_SU26\shrimp-leakage-aware-segmentation\ONLY_fourier\042_n2_scale_flipud_fourier_order_offline_colab_seed42.ipynb,shrimp-leakage-aware-segmentation\ONLY_fourier\042_n2_scale_flipud_fourier_order_offline_colab_seed42.ipynb,042_n2_scale_flipud_fourier_order_offline_colab_seed42.ipynb,unexecuted_notebook,42,47a29de304879c8a845ba909295b523347bbf6d8775074e555563ddf3293a58a,115329,False,False,,not_applicable,2026-07-19T05:58:08.556224+00:00
repository,C:\Users\Admin\workspace\CVio_Shrimp_Disease_Classification_Capstone_SU26\shrimp-leakage-aware-segmentation\ONLY_fourier\043_n2_scale_fliplr_fourier_order_offline_colab_seed42.ipynb,shrimp-leakage-aware-segmentation\ONLY_fourier\043_n2_scale_fliplr_fourier_order_offline_colab_seed42.ipynb,043_n2_scale_fliplr_fourier_order_offline_colab_seed42.ipynb,unexecuted_notebook,43,58433bd54e77dbbd91fb57624ef987699eefeac00d41c742ba0f1edd2f6d1855,115339,False,False,,not_applicable,2026-07-19T05:58:08.558378+00:00
repository,C:\Users\Admin\workspace\CVio_Shrimp_Disease_Classification_Capstone_SU26\shrimp-leakage-aware-segmentation\ONLY_fourier\044_n2_translate_degrees_fourier_order_offline_colab_seed42.ipynb,shrimp-leakage-aware-segmentation\ONLY_fourier\044_n2_translate_degrees_fourier_order_offline_colab_seed42.ipynb,044_n2_translate_degrees_fourier_order_offline_colab_seed42.ipynb,unexecuted_notebook,44,cbf0f88e7aa0e8f199becca0955c052cea5f85ed4e3651f7498848514142cde6,115517,False,False,,not_applicable,2026-07-19T05:58:08.566074+00:00
repository,C:\Users\Admin\workspace\CVio_Shrimp_Disease_Classification_Capstone_SU26\shrimp-leakage-aware-segmentation\ONLY_fourier\045_panel_a_noise_robustness_kaggle_seed42.ipynb,shrimp-leakage-aware-segmentation\ONLY_fourier\045_panel_a_noise_robustness_kaggle_seed42.ipynb,045_panel_a_noise_robustness_kaggle_seed42.ipynb,unexecuted_notebook,45,89528873cce28bff4488a1bde9a823e2aa717c2b0509e1847aa30e6518a54c05,131357,False,False,,not_applicable,2026-07-19T15:00:35.792876+00:00
repository,C:\Users\Admin\workspace\CVio_Shrimp_Disease_Classification_Capstone_SU26\shrimp-leakage-aware-segmentation\ONLY_fourier\046_inference_timing_fourier_vs_panel_a_kaggle_seed42.ipynb,shrimp-leakage-aware-segmentation\ONLY_fourier\046_inference_timing_fourier_vs_panel_a_kaggle_seed42.ipynb,046_inference_timing_fourier_vs_panel_a_kaggle_seed42.ipynb,unexecuted_notebook,46,d3b86c69e145be4e3848eae7347b254f2d54c9677c88a1481487c13f15292872,28612,False,False,,not_applicable,2026-07-20T12:22:22.491597+00:00
repository,C:\Users\Admin\workspace\CVio_Shrimp_Disease_Classification_Capstone_SU26\shrimp-leakage-aware-segmentation\ONLY_fourier\04_bandpass_l20_h80_a0p20_no_aug_hook_off.ipynb,shrimp-leakage-aware-segmentation\ONLY_fourier\04_bandpass_l20_h80_a0p20_no_aug_hook_off.ipynb,04_bandpass_l20_h80_a0p20_no_aug_hook_off.ipynb,unexecuted_notebook,04,8499450c0b26752c67487d2198d710ed2f62034d8dc7e3a70a032eba06245e24,85415,False,False,,not_applicable,2026-07-02T03:50:59.026987+00:00
repository,C:\Users\Admin\workspace\CVio_Shrimp_Disease_Classification_Capstone_SU26\shrimp-leakage-aware-segmentation\ONLY_fourier\05_highfreq_damping_s50_a0p10_no_aug_hook_off.ipynb,shrimp-leakage-aware-segmentation\ONLY_fourier\05_highfreq_damping_s50_a0p10_no_aug_hook_off.ipynb,05_highfreq_damping_s50_a0p10_no_aug_hook_off.ipynb,unexecuted_notebook,05,3a5d7acbaa2650ee03db7d73d4435e3671a5ee1c1035d5c0e088d4f3102f2358,85475,False,False,,not_applicable,2026-07-02T03:50:59.027985+00:00
repository,C:\Users\Admin\workspace\CVio_Shrimp_Disease_Classification_Capstone_SU26\shrimp-leakage-aware-segmentation\ONLY_fourier\06_lowfreq_flatten_s100_b0p30_no_aug_hook_off.ipynb,shrimp-leakage-aware-segmentation\ONLY_fourier\06_lowfreq_flatten_s100_b0p30_no_aug_hook_off.ipynb,06_lowfreq_flatten_s100_b0p30_no_aug_hook_off.ipynb,unexecuted_notebook,"00,06",b5eccf34c443e828602cfd1f1fefb1745f0a45a187fdceb842e2452347fbd3ab,85471,False,False,,not_applicable,2026-07-02T03:50:59.029987+00:00
repository,C:\Users\Admin\workspace\CVio_Shrimp_Disease_Classification_Capstone_SU26\shrimp-leakage-aware-segmentation\ONLY_fourier\07_homomorphic_s50_gl0p70_gh1p20_no_aug_hook_off.ipynb,shrimp-leakage-aware-segmentation\ONLY_fourier\07_homomorphic_s50_gl0p70_gh1p20_no_aug_hook_off.ipynb,07_homomorphic_s50_gl0p70_gh1p20_no_aug_hook_off.ipynb,unexecuted_notebook,07,9d190ced21d679dd4c4c458e74fac1b3e81ba06c812c41ef5393c1385133f59c,85554,False,False,,not_applicable,2026-07-02T03:50:59.032011+00:00
